,Unnamed: 0,action,effectiveness,effectiveness_number
3038,3038,Use an alternative protein source: krill,Awaiting assessment,1
3039,3039,Use an alternative protein source: plant-based,Awaiting assessment,1
3040,3040,Use an alternative protein source: yeast,Awaiting assessment,1
3041,3041,Use an electric (pulse) trawl,Awaiting assessment,1
3042,3042,Use an electric current to deter mammals from fishing gear,Unknown effectiveness (limited evidence),1
3043,3043,Use an otter trawl instead of a beam trawl,Unknown effectiveness (limited evidence),1
3044,3044,Use an otter trawl instead of a dredge,Unknown effectiveness (limited evidence),1
3045,3045,Use antibacterial treatment to reduce chytridiomycosis infection,Unlikely to be beneficial,0
3046,3046,Use antifouling coatings on the surfaces of vessels and anthropogenic structures,No evidence found (no assessment),1
3047,3047,Use antifungal skin bacteria or peptides to reduce chytridiomycosis infection,Unlikely to be beneficial,0
3048,3048,Use antifungal treatment to reduce chytridiomycosis infection,Trade-off between benefit and harms,1
3049,3049,Use appropriate populations to source released populations,Unknown effectiveness (limited evidence),1
3050,3050,Use artificial barriers to block pollution,No evidence found (no assessment),1
3051,3051,Use artificial barriers to prevent pollution entering peatlands,No evidence found (no assessment),1
3052,3052,Use artificial fertilization in captive breeding,Trade-off between benefit and harms,1
3053,3053,Use artificial insemination,Likely to be beneficial,2
3054,3054,Use artificial insemination,Awaiting assessment,1
3055,3055,Use artificial insemination in captive breeding,Unknown effectiveness (limited evidence),1
3056,3056,Use artificial light on fishing gear,Awaiting assessment,1
3057,3057,Use artificial nests that discourage predation,Likely to be beneficial,2
3058,3058,Use artificial visual and auditory stimuli to induce breeding in wild populations,Unknown effectiveness (limited evidence),1
3059,3059,Use automated detection systems to prevent flood gates and locks from closing when mammals are present,No evidence found (no assessment),1
3060,3060,Use aversive conditioning to reduce nest predation by avian predators,Unlikely to be beneficial,0
3061,3061,Use aversive conditioning to reduce nest predation by mammalian predators,Unlikely to be beneficial,0
3062,3062,Use bait throwers to reduce seabird bycatch,Unknown effectiveness (limited evidence),1
3063,3063,Use baited lines instead of nets for shark control,Likely to be beneficial,2
3064,3064,Use barriers or vegetation to reduce artificial light,Awaiting assessment,1
3065,3065,Use barriers to keep livestock off ungrazed brackish/saline swamps,No evidence found (no assessment),1
3066,3066,Use barriers to keep livestock off ungrazed brackish/salt marshes,Unknown effectiveness (limited evidence),1
3067,3067,Use barriers to keep livestock off ungrazed freshwater marshes,No evidence found (no assessment),1
3068,3068,Use barriers to keep livestock off ungrazed freshwater swamps,No evidence found (no assessment),1
3069,3069,Use barriers to keep livestock off ungrazed peatlands,No evidence found (no assessment),1
3070,3070,Use bees to deter crop damage by mammals (e.g. elephants) to reduce human-wildlife conflict,Likely to be beneficial,2
3071,3071,Use bindings to keep trawl nets closed until they have sunk below the water surface,No evidence found (no assessment),1
3072,3072,Use bindings to keep trawl nets closed until they have sunk below the water surface,No evidence found (no assessment),1
3073,3073,Use biocides or other chemicals to control invasive or problematic species,No evidence found (no assessment),1
3074,3074,"Use biocides or other chemicals to control non-native, invasive or other problematic species",No evidence found (no assessment),1
3075,3075,Use biodegradable fishing gear,No evidence found (no assessment),1
3076,3076,Use biodegradable materials to construct fishing gear to prevent entanglement of reptiles in lost or abandoned gear,No evidence found (no assessment),1
3077,3077,Use biodegradable oil in farming machinery,No evidence found (no assessment),1
3078,3078,Use biodegradable panels in fishing pots,No evidence found (no assessment),1
3079,3079,Use biological control to manage invasive or problematic species,No evidence found (no assessment),1
3080,3080,"Use biological control to manage non-native, invasive or other problematic species populations",No evidence found (no assessment),1
3081,3081,Use biological control to reduce the number of problematic invertebrates,No evidence found (no assessment),1
3082,3082,Use bird exclusion devices (BEDs) such as ‘Brickle curtains’ to reduce seabird mortality when hauling longlines,Unknown effectiveness (limited evidence),1
3083,3083,Use brash mats during harvesting to avoid soil compaction,No evidence found (no assessment),1
3084,3084,Use buffer zones to reduce the impact of invasive plant control,Unknown effectiveness (limited evidence),1
3085,3085,Use cables and pipelines of smaller width,No evidence found (no assessment),1
3086,3086,Use campaigns and public information to improve behaviour towards mammals and reduce threats,Unknown effectiveness (limited evidence),1
3087,3087,Use captive breeding to increase or maintain populations of bustards,Unknown effectiveness (limited evidence),1
3088,3088,Use captive breeding to increase or maintain populations of cranes,Unknown effectiveness (limited evidence),1
3089,3089,Use captive breeding to increase or maintain populations of pigeons,Unknown effectiveness (limited evidence),1
3090,3090,Use captive breeding to increase or maintain populations of rails,Unknown effectiveness (limited evidence),1
3091,3091,Use captive breeding to increase or maintain populations of raptors,Likely to be beneficial,2
3092,3092,Use captive breeding to increase or maintain populations of seabirds,Unknown effectiveness (limited evidence),1
3093,3093,Use captive breeding to increase or maintain populations of songbirds,Unknown effectiveness (limited evidence),1
3094,3094,Use captive breeding to increase or maintain populations of storks and ibises,Unknown effectiveness (limited evidence),1
3095,3095,Use captive breeding to increase or maintain populations of tinamous,Unknown effectiveness (limited evidence),1
3096,3096,Use catch and hook protection devices,No evidence found (no assessment),1
3097,3097,Use catch and hook protection devices on fishing gear,Likely to be beneficial,2
3098,3098,Use chemical repellents along roads or railways,Unlikely to be beneficial,0
3099,3099,Use chemicals to attract natural enemies,Likely to be beneficial,2
3100,3100,Use chili to deter crop damage by mammals to reduce human-wildlife conflict,Likely to be beneficial,2
3101,3101,Use circle hooks instead of J-hooks,Awaiting assessment,1
3102,3102,Use citizen surveillance to report illegal fishing,Awaiting assessment,1
3103,3103,Use clearcutting to increase understory diversity,Trade-off between benefit and harms,1
3104,3104,Use collar-mounted devices on cats to reduce predation of bats,No evidence found (no assessment),1
3105,3105,Use collar-mounted devices to reduce predation,Unknown effectiveness (limited evidence),1
3106,3106,Use collar-mounted devices to reduce predation by domestic animals,Beneficial,2
3107,3107,Use collar-mounted devices to reduce predation by domestic animals,Awaiting assessment,1
3108,3108,Use coloured baits to reduce accidental mortality during predator control,Unknown effectiveness (limited evidence),1
3109,3109,Use conditioned taste aversion to prevent carnivorous reptiles from eating toxic invasive cane toads,Awaiting assessment,1
3110,3110,Use conditioned taste aversion to prevent non-target species from entering traps,Likely to be beneficial,2
3111,3111,Use conditioned taste aversion to reduce human-wildlife conflict in non-residential sites,Likely to be beneficial,2
3112,3112,Use cooling towers instead of once-through cooling systems,No evidence found (no assessment),1
3113,3113,Use copper strips to exclude snails from nests,Unknown effectiveness (limited evidence),1
3114,3114,Use covers/barriers to control problematic plants,No evidence found (no assessment),1
3115,3115,Use covers/barriers to control problematic plants: brackish/saline swamps,No evidence found (no assessment),1
3116,3116,Use covers/barriers to control problematic plants: brackish/salt marshes,No evidence found (no assessment),1
3117,3117,Use covers/barriers to control problematic plants: freshwater marshes,Unknown effectiveness (limited evidence),1
3118,3118,Use covers/barriers to control problematic plants: freshwater swamps,No evidence found (no assessment),1
3119,3119,Use crop rotation,Beneficial,2
3120,3120,Use crop rotation in potato farming systems,Trade-off between benefit and harms,1
3121,3121,Use cutting to control problematic large trees/shrubs,Unknown effectiveness (limited evidence),1
3122,3122,Use cutting to control problematic large trees/shrubs: brackish/saline swamps,No evidence found (no assessment),1
3123,3123,Use cutting to control problematic large trees/shrubs: brackish/salt marshes,Unknown effectiveness (limited evidence),1
3124,3124,Use cutting to control problematic large trees/shrubs: freshwater marshes,Unknown effectiveness (limited evidence),1
3125,3125,Use cutting to control problematic large trees/shrubs: freshwater swamps,No evidence found (no assessment),1
3126,3126,Use cutting/mowing to control problematic herbaceous plants,Unknown effectiveness (limited evidence),1
3127,3127,Use cutting/mowing to control problematic herbaceous plants: brackish/saline swamps,No evidence found (no assessment),1
3128,3128,Use cutting/mowing to control problematic herbaceous plants: brackish/salt marshes,Unknown effectiveness (limited evidence),1
3129,3129,Use cutting/mowing to control problematic herbaceous plants: freshwater marshes,Likely to be beneficial,2
3130,3130,Use cutting/mowing to control problematic herbaceous plants: freshwater swamps,Unknown effectiveness (limited evidence),1
3131,3131,Use cutting/mowing to mimic grazing,Unknown effectiveness (limited evidence),1
3132,3132,Use decoys to attract birds to safe areas,Likely to be beneficial,2
3133,3133,Use deterrents to reduce predation on marine and freshwater mammals by native species,Unknown effectiveness (limited evidence),1
3134,3134,Use different bait species for fishing that are less attractive to mammals,No evidence found (no assessment),1
3135,3135,Use different bait species in traps,Unknown effectiveness (limited evidence),1
3136,3136,Use different planting or seeding methods,Unlikely to be beneficial,0
3137,3137,Use differently-coloured artificial nests,Unknown effectiveness (limited evidence),1
